	accessRights	authors	containerURI	dataTypes	dateAvailable	description	doi	externalSubjectAreas	institutions	keywords	method	publicationDate	source	title	type_cont	version
10	info:eu-repo/semantics/openAccess	Exequiel Barrera|Pablo Garay|Florencia Klein|Matías Machado|Martín Soñora|Sergio Pantano	https://zenodo.org/record/3748659	DATASET|FILE_SET	2020-04-14	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Endoribonuclease NSP15 in its APO form (PDB id: 6W01, Bioassembly 1). Simulations were performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The file 6W01_SIRAHcg_rawdata.tar contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6W01_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6W01_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6W01_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd 6W01_SIRAHcg_prot.prmtop 6W01_SIRAHcg_prot_10us_skip10ns.ncrst 6W01_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Exequiel Barrera (ebarrera@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3748659	CoV2 Endonuclease|COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain		CoV2 Endonuclease|COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain		2020-04-10	ZENODO	SIRAH-CoV2  initiative: NSP15 Endonuclease  (PDB id:6W01)	article	
11	info:eu-repo/semantics/openAccess	Florencia Klein|Exequiel Barrera|Pablo Garay|Matías Machado|Martín Soñora|Sergio Pantano	https://zenodo.org/record/3755835	DATASET	2020-04-20	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Nucleocapsid protein N-terminal RNA binding domain (PDB id:6M3M). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The files 6M3M_SIRAHcg_rawdata1.tar contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6M3M_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6M3M_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6M3M_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd 6M3M_SIRAHcg_prot.prmtop 6M3M_SIRAHcg_prot_10us_skip10ns.ncrst 6M3M_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Florencia Klein (fklein@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3755835	COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain|CoV2 nucleocapsid		COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain|CoV2 nucleocapsid		2020-04-17	ZENODO	SIRAH-CoV2  initiative: Nucleocapsid protein N-terminal RNA binding domain (PDB id:6M3M)	article	
12	info:eu-repo/semantics/openAccess	Martín Soñora|Exequiel Barrera|Pablo Garay|Florencia Klein|Matías Machado|Sergio Pantano	https://zenodo.org/record/3748665	DATASET	2020-04-14	"This dataset contains the trajectory of a 15 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Main protease in its APO form (PDB id: 6LU7, Bioassembly 1). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The files 6LU7_SIRAHcg_rawdata1.tar,  6LU7_SIRAHcg_rawdata2.tar, and 6LU7_SIRAHcg_rawdata3.tar, contain all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6LU7_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6LU7_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6LU7_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd6LU7_SIRAHcg_prot.prmtop 6LU7_SIRAHcg_prot_15us_skip10ns.ncrst 6LU7_SIRAHcg_prot_15us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3748665	COVID-19|Coronavirus|drug design|simulation|CoV2 Protease|SIRAH|SARS|coarse-grain		COVID-19|Coronavirus|drug design|simulation|CoV2 Protease|SIRAH|SARS|coarse-grain		2020-04-11	ZENODO	SIRAH-CoV2  initiative:  Main Protease   (PDB id:6LU7)	article	
13	info:eu-repo/semantics/openAccess	Florencia Klein|Exequiel Barrera|Pablo Garay|Matías Machado|Martín Soñora|Sergio Pantano	https://zenodo.org/record/3755835	DATASET	2020-04-20	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Nucleocapsid protein N-terminal RNA binding domain (PDB id:6M3M). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The files 6M3M_SIRAHcg_rawdata1.tar contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6M3M_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6M3M_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6M3M_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd 6M3M_SIRAHcg_prot.prmtop 6M3M_SIRAHcg_prot_10us_skip10ns.ncrst 6M3M_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Florencia Klein (fklein@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3755835	COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain|CoV2 nucleocapsid		COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain|CoV2 nucleocapsid		2020-04-17	ZENODO	SIRAH-CoV2  initiative: Nucleocapsid protein N-terminal RNA binding domain (PDB id:6M3M)	article	
14	info:eu-repo/semantics/openAccess	Martín Soñora|Exequiel Barrera|Pablo Garay|Florencia Klein|Matías Machado|Sergio Pantano	https://zenodo.org/record/3748665	DATASET	2020-04-14	"This dataset contains the trajectory of a 15 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Main protease in its APO form (PDB id: 6LU7, Bioassembly 1). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The files 6LU7_SIRAHcg_rawdata1.tar,  6LU7_SIRAHcg_rawdata2.tar, and 6LU7_SIRAHcg_rawdata3.tar, contain all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com.

Additionally, the file 6LU7_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6LU7_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6LU7_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd6LU7_SIRAHcg_prot.prmtop 6LU7_SIRAHcg_prot_15us_skip10ns.ncrst 6LU7_SIRAHcg_prot_15us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3748665	COVID-19|Coronavirus|drug design|simulation|CoV2 Protease|SIRAH|SARS|coarse-grain		COVID-19|Coronavirus|drug design|simulation|CoV2 Protease|SIRAH|SARS|coarse-grain		2020-04-11	ZENODO	SIRAH-CoV2  initiative:  Main Protease   (PDB id:6LU7)	article	
15	CC BY 4.0	Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.	https://figshare.com/articles/6_molecular_dynamics_simulations_of_coronavirus_2019-nCoV_protease_model_in_complex_with_different_conformations_of_lopinavir_/11764158	DATASET		"Molecular dynamics simulations of comparative model of novel coronavirus 2019-nCoV protease Mpro in complex with 6 different conformations based on the Catalophore point-cloud alignment and (re)- docking of lopinavir into the 2019ncov virus protease model. The docking experiment produced 8 clusters of possible conformations, we chose 6 out of 8 conformers and ran an all-atom 300 ps MD at 310 K (=36.85°C).
-The two images in the main folder refers to the docked structures before MD simulation.-The file all_centroids.pse contains the frames representing the centroid of the subsequent MD simulation for each docking cluster.-Each archive contains the centroid in PDB format, the starting frame of the simulation in GRO format and the compressed trajectory in XTC format. In the directory ""other_files"" there are other data generated during the simulation, i.e. heatmap representing the contact frequency between the ligand atoms and the ones belonging to the homology model."	10.6084/m9.figshare.11764158	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	6 molecular dynamics simulations of coronavirus 2019-nCoV protease model in complex with different conformations of lopinavir.		
16	CC BY 4.0	Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.	https://figshare.com/articles/6_molecular_dynamics_simulations_of_coronavirus_2019-nCoV_protease_model_in_complex_with_different_conformations_of_lopinavir_/11764158/2	DATASET		"Molecular dynamics simulations of comparative model of novel coronavirus 2019-nCoV protease Mpro in complex with 6 different conformations based on the Catalophore point-cloud alignment and (re)- docking of lopinavir into the 2019ncov virus protease model. The docking experiment produced 8 clusters of possible conformations, we chose 6 out of 8 conformers and ran an all-atom 300 ps MD at 310 K (=36.85°C).
-The two images in the main folder refers to the docked structures before MD simulation.-The file all_centroids.pse contains the frames representing the centroid of the subsequent MD simulation for each docking cluster.-Each archive contains the centroid in PDB format, the starting frame of the simulation in GRO format and the compressed trajectory in XTC format. In the directory ""other_files"" there are other data generated during the simulation, i.e. heatmap representing the contact frequency between the ligand atoms and the ones belonging to the homology model."	10.6084/m9.figshare.11764158.v2	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	6 molecular dynamics simulations of coronavirus 2019-nCoV protease model in complex with different conformations of lopinavir.		
17		Morris, Zachary S.|Vliet, Kent A.|Abzhanov, Arkhat|Pierce, Stephanie E.	https://doi.org/10.5061/dryad.6cv82g1	SOFTWARE_CODE|TABULAR_DATA|DATASET|DOCUMENT|FILE_SET	2019-01-29	The distinctive anatomy of the crocodylian skull is intimately linked with dietary ecology, resulting in repeated convergence on blunt- and slender-snouted ecomorphs. These evolutionary shifts depend upon modifications of the developmental processes which direct growth and morphogenesis. Here we examine the evolution of cranial ontogenetic trajectories to shed light on the mechanisms underlying convergent snout evolution. We use geometric morphometrics to quantify skeletogenesis in an evolutionary context and reconstruct ancestral patterns of ontogenetic allometry to understand the developmental drivers of craniofacial diversity within Crocodylia. Our analyses uncovered a conserved embryonic region of morphospace (CER) shared by all non-gavialid crocodylians regardless of their eventual adult ecomorph. This observation suggests the presence of conserved developmental processes during early development (before Ferguson stage 20) across most of Crocodylia. Ancestral state reconstruction of ontogenetic trajectories revealed heterochrony, developmental constraint, and developmental systems drift have all played essential roles in the evolution of ecomorphs. Based on these observations, we conclude that two separate, but interconnected, developmental programs controlling craniofacial morphogenesis and growth enabled the evolutionary plasticity of skull shape in crocodylians.	10.5061/dryad.6cv82g1	evolutionary developmental biology|skull|heterochrony|geometric morphometrics|embryonic ontogeny		Crocodylia		2019-01-29	DRYAD	Data from: Heterochronic shifts and conserved embryonic shape underlie crocodylian craniofacial disparity and convergence		
18	info:eu-repo/semantics/openAccess	Florencia Klein|Exequiel Barrera|Pablo Garay|Matías Machado|Martín Soñora|Sergio Pantano	https://zenodo.org/record/3747621	DATASET	2020-04-14	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 RNA binding domain of the nucleocapsid phosphoprotein in its APO form with Zn ions bound (PDB id:6VYO, Bioassembly 1). Simulations were performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. Zinc ions were parameterized as reported in Klein et al. 2020.

The file 6VYO_SIRAHcg_rawdata.tar contains all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com. Additionally, the file 6VYO_SIRAHcg_10us_prot.tar contains only the protein coordinates, while 6VYO_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

To take a quick look at the trajectory:

1- Untar the file 6VYO_SIRAHcg_10us_prot_skip10ns.tar

2- Open the trajectory on VMD using the command line:

vmd 6VYO_SIRAHcg_prot.prmtop 6VYO_SIRAHcg_prot_10us_skip10ns.ncrst 6VYO_SIRAHcg_prot_10us_skip10ns.nc -e sirah_vmdtk.tcl

Note that you can use normal VMD drawing methods as vdw, licorice, etc., and coloring by restype, element, name, etc. 

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Florencia Klein (fklein@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3747621	COVID-19|Coronavirus|drug design|simulation|SIRAH|Nucleocapsid|coarse-grain		COVID-19|Coronavirus|drug design|simulation|SIRAH|Nucleocapsid|coarse-grain		2020-04-10	ZENODO	SIRAH-CoV2  initiative:  RNA binding domain of nucleocapsid phosphoprotein  (PDB id:6VYO)	article	
19	info:eu-repo/semantics/openAccess	Exequiel Barrera|Pablo Garay|Florencia Klein|Matías Machado|Martín Soñora|Sergio Pantano	https://zenodo.org/record/3742102	DATASET|FILE_SET	2020-04-11	"This dataset contains the trajectory of a 10 microseconds-long coarse-grained molecular dynamics simulation of SARS-CoV2 Endopeptidase NSP15 in its APO form (PDB id: 6W01, Bioassembly 1). Simulations have been performed using the SIRAH force field running with the Amber18 package at the Uruguayan National Center for Supercomputing (ClusterUY) under the conditions reported in Machado et al. JCTC 2019, adding 150 mM NaCl according to Machado & Pantano JCTC 2020. 

The files contain all the raw information required to visualize (on VMD), analyze, backmap, and eventually continue the simulations using Amber18 or higher. Step-By-Step tutorials for running, visualizing, and analyzing CG trajectories using SirahTools can be found at www.sirahff.com. Additionally, the file 6W01_SIRAHcg_10us_prot.tar contain only the protein coordinates, while 6W01_SIRAHcg_10us_prot_skip10ns.tar contains one frame every 10ns.

This dataset is part of the SIRAH-CoV2 initiative.

For further details, please contact Exequiel Barrera (ebarrera@pasteur.edu.uy) or Sergio Pantano (spantano@pasteur.edu.uy)."	10.5281/zenodo.3742102	CoV2 Endonuclease|COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain		CoV2 Endonuclease|COVID-19|Coronavirus|drug design|simulation|SIRAH|SARS|coarse-grain		2020-04-10	ZENODO	SIRAH-CoV2  initiative: NSP15 Endonuclease  (PDB id:6W01)	article	
20	http://creativecommons.org/licenses/by/4.0	Jan Homolak|Ivan Kodvanj|Davor Virag	https://data.mendeley.com/datasets/55bkfhg892	SOFTWARE_CODE|DATASET|TEXT|FILE_SET	2020-04-24	"Accompanying data used in the article ""Preliminary analysis of COVID-19 academic information patterns: A call for open science in the times of closed borders"" by Homolak J, Kodvanj I, Virag D. For more information and final output, see full article and code comments.
Link to the preprint:
https://www.preprints.org/manuscript/202003.0443/v2
Link to GitHub Data and Code repository: 
https://github.com/davorvr/covid-academic-pattern-analysis-v2

"	10.17632/55bkfhg892.2	COVID-19|Publishing|Bibliometrics|Open Data		COVID-19|Publishing|Bibliometrics|Open Data	R code and Python script used to fetch metadata can be found at: https://github.com/davorvr/covid-academic-pattern-analysis-v2	2020-04-24	MENDELEY_DATA	Preliminary analysis of COVID-19 academic information patterns: A call for open science in the times of closed borders	article	2.0
