	accessRights	authors	containerURI	dataTypes	dateAvailable	description	doi	externalSubjectAreas	institutions	keywords	method	publicationDate	source	title	type_cont	version
10	CC BY 4.0	Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.	https://figshare.com/articles/Molecular_dynamics_simulations_of_coronavirus_2019-nCoV_protease_model_in_complex_with_G75_and_G82_ligands/11771286/1	DATASET		"Molecular dynamics simulations (300 ps MD at 300 K) of comparative model of novel coronavirus 2019-nCoV protease Mpro in complex with the ligands G75 and G82. The starting position of the ligands has been respectively copied from 3SZN and 3TIU PDB structures.
The archives contain also an heatmap representing the protein-ligand contact frequencies. Green-boxed occurrences in the heatmap represent hydrogen bond formation during the simulation.
"	10.6084/m9.figshare.11771286.v1	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	Molecular dynamics simulations of coronavirus 2019-nCoV protease model in complex with G75 and G82 ligands		
11	CC BY 4.0	Gruber, Christian C.	https://figshare.com/articles/6_molecular_dynamics_simulations_of_coronavirus_2019-nCoV_protease_model_in_complex_with_different_conformations_of_lopinavir_/11764158/1	DATASET		Molecular dynamics simulations of comparative model of novel coronavirus 2019-nCoV protease Mpro in complex with 6 simulations of 6 different conformations based on the Catalophore point-cloud alignment and (re)- docking of lopinavir into the 2019ncov virus protease model. The docking experiment produced 8 clusters of possible conformations, we chose 6 out of 8 conformers and ran an all-atom 300 ps MD at 310 K (=36.85°C).	10.6084/m9.figshare.11764158.v1	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	6 molecular dynamics simulations of coronavirus 2019-nCoV protease model in complex with different conformations of lopinavir.		
12	CC BY 4.0	Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.	https://figshare.com/articles/Molecular_dynamics_simulations_of_coronavirus_2019-nCoV_protease_model_in_complex_with_G75_and_G82_ligands/11771286	DATASET		"Molecular dynamics simulations (300 ps MD at 300 K) of comparative model of novel coronavirus 2019-nCoV protease Mpro in complex with the ligands G75 and G82. The starting position of the ligands has been respectively copied from 3SZN and 3TIU PDB structures.
The archives contain also an heatmap representing the protein-ligand contact frequencies. Green-boxed occurrences in the heatmap represent hydrogen bond formation during the simulation.
"	10.6084/m9.figshare.11771286	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	Molecular dynamics simulations of coronavirus 2019-nCoV protease model in complex with G75 and G82 ligands		
13	CC BY 4.0	Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.	https://figshare.com/articles/6_molecular_dynamics_simulations_of_coronavirus_2019-nCoV_protease_model_in_complex_with_different_conformations_of_lopinavir_/11764158	DATASET		"Molecular dynamics simulations of comparative model of novel coronavirus 2019-nCoV protease Mpro in complex with 6 different conformations based on the Catalophore point-cloud alignment and (re)- docking of lopinavir into the 2019ncov virus protease model. The docking experiment produced 8 clusters of possible conformations, we chose 6 out of 8 conformers and ran an all-atom 300 ps MD at 310 K (=36.85°C).
-The two images in the main folder refers to the docked structures before MD simulation.-The file all_centroids.pse contains the frames representing the centroid of the subsequent MD simulation for each docking cluster.-Each archive contains the centroid in PDB format, the starting frame of the simulation in GRO format and the compressed trajectory in XTC format. In the directory ""other_files"" there are other data generated during the simulation, i.e. heatmap representing the contact frequency between the ligand atoms and the ones belonging to the homology model."	10.6084/m9.figshare.11764158	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	6 molecular dynamics simulations of coronavirus 2019-nCoV protease model in complex with different conformations of lopinavir.		
14	CC BY 4.0	Liu, Ya-Ya|Feng, Xiao-Yan|Jia, Wen-Qing|Jing, Zhi|Xu, Wei-Ren|Xian-Chao Cheng	https://doi.org/10.6084%2Fm9.figshare.9638441	DATASET		Peroxisome proliferator-activated receptors (PPARs) are considered important targets for the treatment of Type 2 diabetes (T2DM). To accelerate the discovery of PPAR α/γ dual agonists, the comparative molecular field analysis (CoMFA) were performed for PPARα and PPARγ, respectively. Based on the molecular alignment, highly predictive CoMFA model for PPARα was obtained with a cross-validated q2 value of 0.741 and a conventional r2 of 0.975 in the non-cross-validated partial least-squares (PLS) analysis, while the CoMFA model for PPARγ with a better predictive ability was shown with q2 and r2 values of 0.557 and 0.996, respectively. Contour maps derived from the 3D-QSAR models provided information on main factors towards the activity. Then, we carried out structural optimization and designed several new compounds to improve the predicted biological activity. To investigate the binding modes of the predicted compounds in the active site of PPARα/γ, a molecular docking simulation was carried out. Molecular dynamic (MD) simulations indicated that the predicted ligands were stable in the active site of PPARα/γ. Therefore, combination of the CoMFA and structure-based drug design results could be used for further structural alteration and synthesis and development of novel and potent dual agonists. AbbreviationsDMdiabetes mellitusT2DMtype 2 diabetesPPARsperoxisome proliferator-activated receptorsLBDDligand based drug design3D-QSARthree-dimensional quantitative structure activity relationshipCoMFAcomparative molecular field analysisPLSpartial least squareLOOleave-one-outq2cross-validated correlation coefficientONCoptimal number of principal componentsr2non-cross-validated correlation coefficientSEEstandard error of estimateFthe Fischer ratior2predpredictive correlation coefficientDBDDNA binding domainMDmolecular dynamicsRMSDroot-mean-square deviationRMSFroot mean square fluctuations diabetes mellitus type 2 diabetes peroxisome proliferator-activated receptors ligand based drug design three-dimensional quantitative structure activity relationship comparative molecular field analysis partial least square leave-one-out cross-validated correlation coefficient optimal number of principal components non-cross-validated correlation coefficient standard error of estimate the Fischer ratio predictive correlation coefficient DNA binding domain molecular dynamics root-mean-square deviation root mean square fluctuations Communicated by Ramaswamy H. Sarma In this study, we explored the SARs of zwitterionic derivatives dually targeting PPARα/γ and designed novel PPARα/γ dual agonists, using 3D-QSAR studies. Molecular docking and molecular dynamics simulation served as validation and complement to the SAR results derived from the 3D-QSAR model.	10.6084/m9.figshare.9638441	Medicine|Molecular Biology|Computational Biology|Genetics|39999 Chemical Sciences not elsewhere classified|69999 Biological Sciences not elsewhere classified|Biochemistry|Pharmacology|80699 Information Systems not elsewhere classified|Cell Biology				2019-01-01	figshare.ars	Virtual identification of novel PPARα/γ dual agonists by 3D-QSAR, molecule docking and molecular dynamics studies		
15	CC BY 4.0	Liu, Ya-Ya|Feng, Xiao-Yan|Jia, Wen-Qing|Jing, Zhi|Xu, Wei-Ren|Xian-Chao Cheng	https://doi.org/10.6084%2Fm9.figshare.9638441.v2	DATASET		Peroxisome proliferator-activated receptors (PPARs) are considered important targets for the treatment of Type 2 diabetes (T2DM). To accelerate the discovery of PPAR α/γ dual agonists, the comparative molecular field analysis (CoMFA) were performed for PPARα and PPARγ, respectively. Based on the molecular alignment, highly predictive CoMFA model for PPARα was obtained with a cross-validated q2 value of 0.741 and a conventional r2 of 0.975 in the non-cross-validated partial least-squares (PLS) analysis, while the CoMFA model for PPARγ with a better predictive ability was shown with q2 and r2 values of 0.557 and 0.996, respectively. Contour maps derived from the 3D-QSAR models provided information on main factors towards the activity. Then, we carried out structural optimization and designed several new compounds to improve the predicted biological activity. To investigate the binding modes of the predicted compounds in the active site of PPARα/γ, a molecular docking simulation was carried out. Molecular dynamic (MD) simulations indicated that the predicted ligands were stable in the active site of PPARα/γ. Therefore, combination of the CoMFA and structure-based drug design results could be used for further structural alteration and synthesis and development of novel and potent dual agonists. AbbreviationsDMdiabetes mellitusT2DMtype 2 diabetesPPARsperoxisome proliferator-activated receptorsLBDDligand based drug design3D-QSARthree-dimensional quantitative structure activity relationshipCoMFAcomparative molecular field analysisPLSpartial least squareLOOleave-one-outq2cross-validated correlation coefficientONCoptimal number of principal componentsr2non-cross-validated correlation coefficientSEEstandard error of estimateFthe Fischer ratior2predpredictive correlation coefficientDBDDNA binding domainMDmolecular dynamicsRMSDroot-mean-square deviationRMSFroot mean square fluctuations diabetes mellitus type 2 diabetes peroxisome proliferator-activated receptors ligand based drug design three-dimensional quantitative structure activity relationship comparative molecular field analysis partial least square leave-one-out cross-validated correlation coefficient optimal number of principal components non-cross-validated correlation coefficient standard error of estimate the Fischer ratio predictive correlation coefficient DNA binding domain molecular dynamics root-mean-square deviation root mean square fluctuations Communicated by Ramaswamy H. Sarma In this study, we explored the SARs of zwitterionic derivatives dually targeting PPARα/γ and designed novel PPARα/γ dual agonists, using 3D-QSAR studies. Molecular docking and molecular dynamics simulation served as validation and complement to the SAR results derived from the 3D-QSAR model.	10.6084/m9.figshare.9638441.v2	Medicine|Molecular Biology|Computational Biology|Genetics|39999 Chemical Sciences not elsewhere classified|69999 Biological Sciences not elsewhere classified|Biochemistry|Pharmacology|80699 Information Systems not elsewhere classified|Cell Biology				2019-01-01	figshare.ars	Virtual identification of novel PPARα/γ dual agonists by 3D-QSAR, molecule docking and molecular dynamics studies		
16	info:eu-repo/semantics/openAccess	Průša Jiří|Cifra Michal	https://zenodo.org/record/3352030	DATASET|FILE_SET	2019-08-06	We present molecular dynamics (MD) trajectories of water solutions of eighth zwitterionic amino-acids (L- form) glycine (GLY), alanine (ALA), proline (PRO), threonine (THR), leucine (LEU), glutamine (GLN), histidine (HIS) and tyrosine (TYR) using various force field (OPLS-AA, Amber99ff-SB, GROMOS96 54a7, CHARMM19) and water model (SPC/E, TIP3P) combinations. Additionally, we present OPLS-AA molecular dynamics (MD) trajectories for alanine (ALA), leucine (LEU), glutamine (GLN), and tyrosine (TYR) varying the values of major force field parameters: charge on all amino acid atoms, bond length (all amino acid bonds), Lennard-Jones epsilon parameter and stiffness of bond angles. Our data enable to uncover sensitivity of molecular dynamics derived analysis to variation of force field and water models and force field parameters. This data set was used to understand the effect of molecular dynamics parameters on dielectric properties of amino acid solutions.	10.5281/zenodo.3352030	Dielectric spectroscopy|Amino acid|Molecular dynamics|Force field|Biomolecules		Dielectric spectroscopy|Amino acid|Molecular dynamics|Force field|Biomolecules		2019-07-31	ZENODO	Dataset A1606 and A1905	article	
17	Attribution 4.0 International	Ruggiero, Michael|Zhang, Wei|Bond, Andrew|Mittleman, Daniel|Zeitler, Axel	https://www.repository.cam.ac.uk/1810/291868	DATASET	2020-03-11	Experimental and simulated structural data (powder x-ray diffraction and crystallographic information file (CIF) data), experimental and simulated terahertz spectra, and molecular displacements.	10.17863/CAM.21664	Molecular Dynamics|DFT|terahertz|Disordered solids|vibrations		Molecular Dynamics|DFT|terahertz|Disordered solids|vibrations		2019-04-18	APOLLO	Research Data Supporting: Uncovering the Connection Between Low-Frequency Dynamics and Phase-Transformation Phenomena in Molecular Solids	article	
18	CC BY 4.0	Saravanan Manjula|Poomani Kumaradhas	https://doi.org/10.6084%2Fm9.figshare.9821228.v2	DATASET		Dengue virus (DENV) is one of the most dangerous mosquito-borne human pathogens known to the mankind. Currently, no vaccines or standard therapy is avaliable to treate DENV infection. This makes the drug development against DENV more significant and challenging. The MTase domain of DENV RNA RdRp NS5 is a promising drug target, because this domain hosts the RNA capping process of DENV RNA to escape from human immune system. In the present study, we have analysed the RNA intervention mechanism exerted by flavoniod molecules against NS5 MTase RNA capping site by using molecular docking, molecular dynamics simulation and the binding free energy calculations. The results from the docking analysis confirmed that the RNA intervention mecanism is exerted by the quercetagetin (QGN) molecule with all necessary intermolecular interactions and high binding affinity. Notably, QGN forms strong hydrogen bonding interactions with Asn18, Leu20 and Ser150 residues and π⋅⋅⋅π stacking interaction with Phe25 residue. The apo and QGN bound NS5 MTase and QGN-NS5 MTase complex were used for MD simulation. The results of MD simulation reveal that the RMSD and RMSF values of QGN-MTase complex have increased on comparing the apo protein due to the effect of ligand binding. The binding free energy calulation includes prediction of total binding free energy of ligand-protein complex and per-residue free energy decomposition. The QGN binding to NS5 MTase affects it’s native motion, this result is found from Principal component analysis. Communicated by Ramaswamy H. Sarma	10.6084/m9.figshare.9821228.v2	Medicine|Molecular Biology|Computational Biology|39999 Chemical Sciences not elsewhere classified|69999 Biological Sciences not elsewhere classified|Biochemistry|Pharmacology|Biophysics|60506 Virology|Cancer				2019-01-01	figshare.ars	Evaluating the suitability of RNA intervention mechanism exerted by some flavonoid molecules against dengue virus MTase RNA capping site: a molecular docking, molecular dynamics simulation, and binding free energy study		
19	CC BY 4.0	Saravanan Manjula|Poomani Kumaradhas	https://doi.org/10.6084%2Fm9.figshare.9821228	DATASET		Dengue virus (DENV) is one of the most dangerous mosquito-borne human pathogens known to the mankind. Currently, no vaccines or standard therapy is avaliable to treate DENV infection. This makes the drug development against DENV more significant and challenging. The MTase domain of DENV RNA RdRp NS5 is a promising drug target, because this domain hosts the RNA capping process of DENV RNA to escape from human immune system. In the present study, we have analysed the RNA intervention mechanism exerted by flavoniod molecules against NS5 MTase RNA capping site by using molecular docking, molecular dynamics simulation and the binding free energy calculations. The results from the docking analysis confirmed that the RNA intervention mecanism is exerted by the quercetagetin (QGN) molecule with all necessary intermolecular interactions and high binding affinity. Notably, QGN forms strong hydrogen bonding interactions with Asn18, Leu20 and Ser150 residues and π⋅⋅⋅π stacking interaction with Phe25 residue. The apo and QGN bound NS5 MTase and QGN-NS5 MTase complex were used for MD simulation. The results of MD simulation reveal that the RMSD and RMSF values of QGN-MTase complex have increased on comparing the apo protein due to the effect of ligand binding. The binding free energy calulation includes prediction of total binding free energy of ligand-protein complex and per-residue free energy decomposition. The QGN binding to NS5 MTase affects it’s native motion, this result is found from Principal component analysis. Communicated by Ramaswamy H. Sarma	10.6084/m9.figshare.9821228	Medicine|Molecular Biology|Computational Biology|39999 Chemical Sciences not elsewhere classified|69999 Biological Sciences not elsewhere classified|Biochemistry|Pharmacology|Biophysics|60506 Virology|Cancer				2019-01-01	figshare.ars	Evaluating the suitability of RNA intervention mechanism exerted by some flavonoid molecules against dengue virus MTase RNA capping site: a molecular docking, molecular dynamics simulation, and binding free energy study		
20	CC BY 4.0	Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.	https://figshare.com/articles/_PART_1_OF_5_9_molecular_dynamics_simulations_500ps_3_x_3_replicates_of_coronavirus_2019-nCoV_protease_unrefined_crystal_structure_in_complex_with_3_different_conformations_of_lopinavir_/11808396/1	DATASET		"Molecular dynamics simulations (500 ps MD at 310 K) of the unrefined crystal structure by Prof. Yang group from ShanghaiTech of novel coronavirus 2019-nCoV protease Mpro in complex with the ligand lopinavir (see note below). The starting positions of the ligand (LP1, LP2, LP3) derive from docking experiments.The suffixes (a, b, c) on the filenames represent the replicates of the same MD simulation using random initial velocities.
The archives contain also an heatmap representing the protein-ligand contact frequencies. Green-boxed occurrences in the heatmap represent hydrogen bond occurrences during the simulation.
Note: The refined crystal structure of the protease of our partner Prof. Yang group from ShanghaiTech is oficially released: https://www.rcsb.org/structure/6LU7

Part 1 of 5:XHD_LC1a
XHD_LC1b+ images of the 3 docked starting positions
"	10.6084/m9.figshare.11808396.v1	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	(PART 1 OF 5) 9 molecular dynamics simulations (500ps 3 x 3 replicates) of coronavirus 2019-nCoV protease unrefined crystal structure in complex with 3 different conformations of lopinavir.		
21	CC BY 4.0	Cespugli, Marco|Durmaz, Vedat|Steinkellner, Georg|Gruber, Christian C.	https://figshare.com/articles/_PART_1_OF_5_9_molecular_dynamics_simulations_500ps_3_x_3_replicates_of_coronavirus_2019-nCoV_protease_unrefined_crystal_structure_in_complex_with_3_different_conformations_of_lopinavir_/11808396	DATASET		"Molecular dynamics simulations (500 ps MD at 310 K) of the unrefined crystal structure by Prof. Yang group from ShanghaiTech of novel coronavirus 2019-nCoV protease Mpro in complex with the ligand lopinavir (see note below). The starting positions of the ligand (LP1, LP2, LP3) derive from docking experiments.The suffixes (a, b, c) on the filenames represent the replicates of the same MD simulation using random initial velocities.
The archives contain also an heatmap representing the protein-ligand contact frequencies. Green-boxed occurrences in the heatmap represent hydrogen bond occurrences during the simulation.
Note: The refined crystal structure of the protease of our partner Prof. Yang group from ShanghaiTech is oficially released: https://www.rcsb.org/structure/6LU7

Part 1 of 5:XHD_LC1a
XHD_LC1b+ images of the 3 docked starting positions
"	10.6084/m9.figshare.11808396	60102 Bioinformatics|60506 Virology				2020-01-01	figshare.ars	(PART 1 OF 5) 9 molecular dynamics simulations (500ps 3 x 3 replicates) of coronavirus 2019-nCoV protease unrefined crystal structure in complex with 3 different conformations of lopinavir.		
